https://www.presidency.ucsb.edu/statistics/data/presidential-job-approval-all-data,,,,,
Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
6/1/2009,6/7/2009,62,31,7,Obama
5/25/2009,5/31/2009,63,30,7,Obama
5/18/2009,5/24/2009,64,28,8,Obama
5/11/2009,5/17/2009,64,29,7,Obama
5/4/2009,5/10/2009,66,27,7,Obama
4/27/2009,5/3/2009,65,29,6,Obama
4/20/2009,4/26/2009,65,29,6,Obama
4/13/2009,4/19/2009,62,29,9,Obama
4/6/2009,4/12/2009,61,28,11,Obama
3/30/2009,4/5/2009,62,28,10,Obama
3/23/2009,3/29/2009,61,29,10,Obama
3/16/2009,3/22/2009,63,26,11,Obama
3/9/2009,3/15/2009,62,28,10,Obama
3/2/2009,3/8/2009,62,27,11,Obama
2/23/2009,3/1/2009,64,23,13,Obama
2/16/2009,2/22/2009,62,25,13,Obama
2/9/2009,2/15/2009,64,22,14,Obama
2/2/2009,2/8/2009,65,21,14,Obama
1/26/2009,2/1/2009,66,18,16,Obama
1/19/2009,1/25/2009,67,13,20,Obama
1/9/2009,1/11/2009,34,61,5,G. W. Bush
12/12/2008,12/14/2008,29,67,4,G. W. Bush
12/4/2008,12/7/2008,32,61,7,G. W. Bush
11/13/2008,11/16/2008,29,66,5,G. W. Bush
11/7/2008,11/9/2008,28,68,4,G. W. Bush
10/31/2008,11/2/2008,25,70,5,G. W. Bush
10/23/2008,10/26/2008,31,66,3,G. W. Bush
10/10/2008,10/12/2008,25,71,4,G. W. Bush
10/3/2008,10/5/2008,25,70,5,G. W. Bush
9/26/2008,9/27/2008,27,69,4,G. W. Bush
9/8/2008,9/11/2008,31,65,4,G. W. Bush
9/5/2008,9/7/2008,33,64,3,G. W. Bush
8/21/2008,8/23/2008,29,66,5,G. W. Bush
8/7/2008,8/10/2008,33,61,6,G. W. Bush
7/25/2008,7/27/2008,32,65,3,G. W. Bush
7/10/2008,7/13/2008,31,61,8,G. W. Bush
6/15/2008,6/19/2008,28,68,4,G. W. Bush
6/9/2008,6/12/2008,30,64,6,G. W. Bush
5/30/2008,6/1/2008,28,68,4,G. W. Bush
5/8/2008,5/11/2008,29,65,6,G. W. Bush
5/1/2008,5/3/2008,28,67,5,G. W. Bush
4/18/2008,4/20/2008,28,69,3,G. W. Bush
4/6/2008,4/9/2008,28,67,5,G. W. Bush
3/14/2008,3/16/2008,32,64,4,G. W. Bush
3/6/2008,3/9/2008,32,64,4,G. W. Bush
2/21/2008,2/24/2008,32,62,6,G. W. Bush
2/11/2008,2/14/2008,31,65,4,G. W. Bush
2/8/2008,2/10/2008,33,61,6,G. W. Bush
1/30/2008,2/2/2008,34,61,5,G. W. Bush
1/10/2008,1/13/2008,34,60,6,G. W. Bush
1/4/2008,1/6/2008,32,64,4,G. W. Bush
12/14/2007,12/16/2007,32,65,3,G. W. Bush
12/6/2007,12/9/2007,37,57,6,G. W. Bush
11/30/2007,12/2/2007,34,62,4,G. W. Bush
11/11/2007,11/14/2007,32,61,7,G. W. Bush
11/2/2007,11/4/2007,31,64,5,G. W. Bush
10/12/2007,10/14/2007,32,64,4,G. W. Bush
10/4/2007,10/7/2007,32,64,4,G. W. Bush
9/14/2007,9/16/2007,36,62,2,G. W. Bush
9/7/2007,9/8/2007,33,62,5,G. W. Bush
8/13/2007,8/16/2007,32,63,5,G. W. Bush
8/3/2007,8/5/2007,34,62,4,G. W. Bush
7/12/2007,7/15/2007,31,63,6,G. W. Bush
7/6/2007,7/8/2007,29,66,5,G. W. Bush
6/11/2007,6/14/2007,32,65,3,G. W. Bush
6/1/2007,6/3/2007,32,62,6,G. W. Bush
5/10/2007,5/13/2007,33,62,5,G. W. Bush
5/4/2007,5/6/2007,34,63,3,G. W. Bush
4/13/2007,4/15/2007,36,60,4,G. W. Bush
4/2/2007,4/5/2007,38,58,4,G. W. Bush
3/23/2007,3/25/2007,34,62,4,G. W. Bush
3/11/2007,3/14/2007,35,61,4,G. W. Bush
3/2/2007,3/4/2007,33,63,4,G. W. Bush
2/9/2007,2/11/2007,37,59,4,G. W. Bush
2/1/2007,2/4/2007,32,65,3,G. W. Bush
1/15/2007,1/18/2007,36,61,3,G. W. Bush
1/12/2007,1/14/2007,34,63,3,G. W. Bush
1/5/2007,1/7/2007,37,59,4,G. W. Bush
12/11/2006,12/14/2006,35,61,4,G. W. Bush
12/8/2006,12/10/2006,38,59,3,G. W. Bush
11/9/2006,11/12/2006,37,62,1,G. W. Bush
11/2/2006,11/5/2006,38,56,6,G. W. Bush
10/20/2006,10/22/2006,37,58,5,G. W. Bush
10/9/2006,10/12/2006,37,57,6,G. W. Bush
10/6/2006,10/8/2006,37,59,4,G. W. Bush
9/15/2006,9/17/2006,44,51,5,G. W. Bush
9/7/2006,9/10/2006,39,56,5,G. W. Bush
8/18/2006,8/20/2006,42,54,4,G. W. Bush
8/7/2006,8/10/2006,37,59,4,G. W. Bush
7/28/2006,7/30/2006,40,56,4,G. W. Bush
7/21/2006,7/23/2006,37,59,4,G. W. Bush
7/6/2006,7/9/2006,40,55,5,G. W. Bush
6/23/2006,6/25/2006,37,60,3,G. W. Bush
6/9/2006,6/11/2006,38,56,6,G. W. Bush
6/1/2006,6/4/2006,36,57,7,G. W. Bush
5/8/2006,5/11/2006,33,61,6,G. W. Bush
5/5/2006,5/7/2006,31,61,8,G. W. Bush
4/28/2006,4/30/2006,34,65,1,G. W. Bush
4/10/2006,4/13/2006,36,63,1,G. W. Bush
4/7/2006,4/9/2006,37,60,3,G. W. Bush
3/13/2006,3/16/2006,37,59,4,G. W. Bush
3/10/2006,3/12/2006,36,60,4,G. W. Bush
2/28/2006,3/1/2006,38,60,2,G. W. Bush
2/9/2006,2/12/2006,39,56,5,G. W. Bush
2/6/2006,2/9/2006,42,55,3,G. W. Bush
1/20/2006,1/22/2006,43,54,3,G. W. Bush
1/9/2006,1/12/2006,43,53,4,G. W. Bush
1/6/2006,1/8/2006,43,54,3,G. W. Bush
12/19/2005,12/22/2005,43,53,4,G. W. Bush
12/16/2005,12/18/2005,41,56,3,G. W. Bush
12/9/2005,12/11/2005,42,55,3,G. W. Bush
12/5/2005,12/8/2005,43,52,5,G. W. Bush
11/17/2005,11/20/2005,38,57,5,G. W. Bush
11/11/2005,11/13/2005,37,60,3,G. W. Bush
11/7/2005,11/10/2005,40,55,5,G. W. Bush
10/28/2005,10/30/2005,41,56,3,G. W. Bush
10/21/2005,10/23/2005,42,55,3,G. W. Bush
10/13/2005,10/16/2005,39,58,3,G. W. Bush
9/26/2005,9/28/2005,44,50,6,G. W. Bush
9/16/2005,9/18/2005,40,58,2,G. W. Bush
9/12/2005,9/15/2005,45,52,3,G. W. Bush
9/8/2005,9/11/2005,46,51,3,G. W. Bush
8/28/2005,8/30/2005,45,52,3,G. W. Bush
8/22/2005,8/25/2005,40,58,2,G. W. Bush
8/8/2005,8/11/2005,45,51,4,G. W. Bush
8/5/2005,8/7/2005,45,51,4,G. W. Bush
7/25/2005,7/28/2005,44,51,5,G. W. Bush
7/22/2005,7/24/2005,49,48,3,G. W. Bush
7/7/2005,7/10/2005,49,48,3,G. W. Bush
6/29/2005,6/30/2005,46,51,3,G. W. Bush
6/24/2005,6/26/2005,45,53,2,G. W. Bush
6/16/2005,6/19/2005,47,51,2,G. W. Bush
6/6/2005,6/8/2005,47,49,4,G. W. Bush
5/23/2005,5/26/2005,48,47,5,G. W. Bush
5/20/2005,5/22/2005,46,50,4,G. W. Bush
5/2/2005,5/5/2005,50,45,5,G. W. Bush
4/29/2005,5/1/2005,48,49,3,G. W. Bush
4/18/2005,4/21/2005,48,49,3,G. W. Bush
4/4/2005,4/7/2005,50,45,5,G. W. Bush
4/1/2005,4/2/2005,48,48,4,G. W. Bush
3/21/2005,3/23/2005,45,49,6,G. W. Bush
3/18/2005,3/20/2005,52,44,4,G. W. Bush
3/7/2005,3/10/2005,52,44,4,G. W. Bush
2/25/2005,2/27/2005,52,45,3,G. W. Bush
2/21/2005,2/24/2005,51,45,4,G. W. Bush
2/7/2005,2/10/2005,49,48,3,G. W. Bush
2/4/2005,2/6/2005,57,40,3,G. W. Bush
1/14/2005,1/16/2005,51,46,3,G. W. Bush
1/7/2005,1/9/2005,52,44,4,G. W. Bush
1/3/2005,1/5/2005,52,44,4,G. W. Bush
12/17/2004,12/19/2004,49,46,5,G. W. Bush
12/5/2004,12/8/2004,53,44,3,G. W. Bush
11/19/2004,11/21/2004,55,42,3,G. W. Bush
11/7/2004,11/10/2004,53,44,3,G. W. Bush
10/29/2004,10/31/2004,48,47,5,G. W. Bush
10/22/2004,10/24/2004,51,46,3,G. W. Bush
10/14/2004,10/16/2004,51,47,2,G. W. Bush
10/11/2004,10/14/2004,48,49,3,G. W. Bush
10/9/2004,10/10/2004,47,49,4,G. W. Bush
10/1/2004,10/3/2004,50,48,2,G. W. Bush
9/24/2004,9/26/2004,54,44,2,G. W. Bush
9/13/2004,9/15/2004,52,45,3,G. W. Bush
9/3/2004,9/5/2004,52,46,2,G. W. Bush
8/23/2004,8/25/2004,49,47,4,G. W. Bush
8/9/2004,8/11/2004,51,46,3,G. W. Bush
7/30/2004,8/1/2004,48,49,3,G. W. Bush
7/19/2004,7/21/2004,49,47,4,G. W. Bush
7/8/2004,7/11/2004,47,49,4,G. W. Bush
6/21/2004,6/23/2004,48,49,3,G. W. Bush
6/3/2004,6/6/2004,49,49,2,G. W. Bush
5/21/2004,5/23/2004,47,49,4,G. W. Bush
5/7/2004,5/9/2004,46,51,3,G. W. Bush
5/2/2004,5/4/2004,49,48,3,G. W. Bush
4/16/2004,4/18/2004,52,45,3,G. W. Bush
4/5/2004,4/8/2004,52,45,3,G. W. Bush
3/26/2004,3/28/2004,53,44,3,G. W. Bush
3/8/2004,3/11/2004,50,47,3,G. W. Bush
3/5/2004,3/7/2004,49,48,3,G. W. Bush
2/16/2004,2/17/2004,51,46,3,G. W. Bush
2/9/2004,2/12/2004,51,46,3,G. W. Bush
2/6/2004,2/8/2004,52,44,4,G. W. Bush
1/29/2004,2/1/2004,49,48,3,G. W. Bush
1/12/2004,1/15/2004,53,44,3,G. W. Bush
1/9/2004,1/11/2004,59,38,3,G. W. Bush
1/2/2004,1/5/2004,60,35,5,G. W. Bush
12/15/2003,12/16/2003,63,34,3,G. W. Bush
12/11/2003,12/14/2003,56,41,3,G. W. Bush
12/5/2003,12/7/2003,55,43,2,G. W. Bush
11/14/2003,11/16/2003,50,47,3,G. W. Bush
11/10/2003,11/12/2003,51,45,4,G. W. Bush
11/3/2003,11/5/2003,54,43,3,G. W. Bush
10/24/2003,10/26/2003,53,42,5,G. W. Bush
10/10/2003,10/12/2003,56,40,4,G. W. Bush
10/6/2003,10/8/2003,55,42,3,G. W. Bush
9/19/2003,9/21/2003,50,47,3,G. W. Bush
9/8/2003,9/10/2003,52,43,5,G. W. Bush
8/25/2003,8/26/2003,59,37,4,G. W. Bush
8/4/2003,8/6/2003,60,36,4,G. W. Bush
7/25/2003,7/27/2003,58,38,4,G. W. Bush
7/18/2003,7/20/2003,59,38,3,G. W. Bush
7/7/2003,7/9/2003,62,34,4,G. W. Bush
6/27/2003,6/29/2003,61,36,3,G. W. Bush
6/12/2003,6/15/2003,63,33,4,G. W. Bush
6/9/2003,6/10/2003,62,34,4,G. W. Bush
5/30/2003,6/1/2003,64,32,4,G. W. Bush
5/19/2003,5/21/2003,66,30,4,G. W. Bush
5/5/2003,5/7/2003,69,28,3,G. W. Bush
4/22/2003,4/23/2003,70,26,4,G. W. Bush
4/14/2003,4/16/2003,71,24,5,G. W. Bush
4/7/2003,4/9/2003,69,26,5,G. W. Bush
4/5/2003,4/6/2003,70,27,3,G. W. Bush
3/29/2003,3/30/2003,71,26,3,G. W. Bush
3/24/2003,3/25/2003,69,27,4,G. W. Bush
3/22/2003,3/23/2003,71,25,4,G. W. Bush
3/14/2003,3/15/2003,58,38,4,G. W. Bush
3/3/2003,3/5/2003,57,37,6,G. W. Bush
2/24/2003,2/26/2003,57,37,6,G. W. Bush
2/17/2003,2/19/2003,58,37,5,G. W. Bush
2/7/2003,2/9/2003,61,34,5,G. W. Bush
2/3/2003,2/6/2003,59,35,6,G. W. Bush
1/31/2003,2/2/2003,61,35,4,G. W. Bush
1/23/2003,1/25/2003,60,36,4,G. W. Bush
1/20/2003,1/22/2003,58,36,6,G. W. Bush
1/13/2003,1/16/2003,61,34,5,G. W. Bush
1/10/2003,1/12/2003,58,37,5,G. W. Bush
1/3/2003,1/5/2003,63,32,5,G. W. Bush
12/19/2002,12/22/2002,61,32,7,G. W. Bush
12/16/2002,12/17/2002,63,33,4,G. W. Bush
12/9/2002,12/10/2002,63,32,5,G. W. Bush
12/5/2002,12/8/2002,64,29,7,G. W. Bush
11/22/2002,11/24/2002,65,28,7,G. W. Bush
11/11/2002,11/14/2002,66,26,8,G. W. Bush
11/8/2002,11/10/2002,68,27,5,G. W. Bush
10/31/2002,11/3/2002,63,29,8,G. W. Bush
10/21/2002,10/22/2002,67,28,5,G. W. Bush
10/14/2002,10/17/2002,62,31,7,G. W. Bush
10/3/2002,10/6/2002,67,28,5,G. W. Bush
9/23/2002,9/26/2002,68,26,6,G. W. Bush
9/20/2002,9/22/2002,66,30,4,G. W. Bush
9/13/2002,9/16/2002,70,26,4,G. W. Bush
9/5/2002,9/8/2002,66,30,4,G. W. Bush
9/2/2002,9/4/2002,66,29,5,G. W. Bush
8/19/2002,8/21/2002,65,28,7,G. W. Bush
8/5/2002,8/8/2002,68,26,6,G. W. Bush
7/29/2002,7/31/2002,71,23,6,G. W. Bush
7/26/2002,7/28/2002,69,26,5,G. W. Bush
7/22/2002,7/24/2002,69,24,7,G. W. Bush
7/9/2002,7/11/2002,73,21,6,G. W. Bush
7/5/2002,7/8/2002,76,18,6,G. W. Bush
6/28/2002,6/30/2002,76,19,5,G. W. Bush
6/21/2002,6/23/2002,73,21,6,G. W. Bush
6/17/2002,6/19/2002,74,20,6,G. W. Bush
6/7/2002,6/8/2002,74,18,8,G. W. Bush
6/3/2002,6/6/2002,70,23,7,G. W. Bush
5/28/2002,5/29/2002,77,17,6,G. W. Bush
5/20/2002,5/22/2002,76,17,7,G. W. Bush
5/6/2002,5/9/2002,76,19,5,G. W. Bush
4/29/2002,5/1/2002,77,20,3,G. W. Bush
4/22/2002,4/24/2002,77,17,6,G. W. Bush
4/8/2002,4/11/2002,75,20,5,G. W. Bush
4/5/2002,4/7/2002,76,19,5,G. W. Bush
3/22/2002,3/24/2002,79,17,4,G. W. Bush
3/18/2002,3/20/2002,79,16,5,G. W. Bush
3/8/2002,3/9/2002,80,14,6,G. W. Bush
3/4/2002,3/7/2002,77,18,5,G. W. Bush
3/1/2002,3/3/2002,81,14,5,G. W. Bush
2/8/2002,2/10/2002,82,14,4,G. W. Bush
2/4/2002,2/6/2002,82,14,4,G. W. Bush
1/25/2002,1/27/2002,84,13,3,G. W. Bush
1/11/2002,1/14/2002,83,13,4,G. W. Bush
1/7/2002,1/9/2002,84,12,4,G. W. Bush
12/14/2001,12/16/2001,86,11,3,G. W. Bush
12/6/2001,12/9/2001,86,10,4,G. W. Bush
11/26/2001,11/27/2001,87,8,5,G. W. Bush
11/8/2001,11/11/2001,87,9,4,G. W. Bush
11/2/2001,11/4/2001,87,9,4,G. W. Bush
10/19/2001,10/21/2001,88,9,3,G. W. Bush
10/11/2001,10/14/2001,89,8,3,G. W. Bush
10/5/2001,10/6/2001,87,10,3,G. W. Bush
9/21/2001,9/22/2001,90,6,4,G. W. Bush
9/14/2001,9/15/2001,86,10,4,G. W. Bush
9/7/2001,9/10/2001,51,39,10,G. W. Bush
8/24/2001,8/26/2001,55,36,9,G. W. Bush
8/16/2001,8/19/2001,57,34,9,G. W. Bush
8/10/2001,8/12/2001,57,35,8,G. W. Bush
8/3/2001,8/5/2001,55,35,10,G. W. Bush
7/19/2001,7/22/2001,56,33,11,G. W. Bush
7/10/2001,7/11/2001,57,35,8,G. W. Bush
6/28/2001,7/1/2001,52,34,14,G. W. Bush
6/11/2001,6/17/2001,55,33,12,G. W. Bush
6/8/2001,6/10/2001,55,35,10,G. W. Bush
5/18/2001,5/20/2001,56,36,8,G. W. Bush
5/10/2001,5/14/2001,56,31,13,G. W. Bush
5/7/2001,5/9/2001,53,33,14,G. W. Bush
4/20/2001,4/22/2001,62,29,9,G. W. Bush
4/6/2001,4/8/2001,59,30,11,G. W. Bush
3/26/2001,3/28/2001,53,29,18,G. W. Bush
3/9/2001,3/11/2001,58,29,13,G. W. Bush
3/5/2001,3/7/2001,63,22,15,G. W. Bush
2/19/2001,2/21/2001,62,21,17,G. W. Bush
2/9/2001,2/11/2001,57,25,18,G. W. Bush
2/1/2001,2/4/2001,57,25,18,G. W. Bush
1/10/2001,1/14/2001,66,29,5,Clinton
1/5/2001,1/7/2001,65,31,4,Clinton
12/15/2000,12/17/2000,66,32,2,Clinton
12/2/2000,12/4/2000,60,35,5,Clinton
11/13/2000,11/15/2000,63,33,4,Clinton
10/25/2000,10/28/2000,57,38,5,Clinton
10/6/2000,10/9/2000,58,37,5,Clinton
9/11/2000,9/13/2000,60,34,6,Clinton
8/29/2000,9/3/2000,62,35,3,Clinton
8/18/2000,8/19/2000,62,35,3,Clinton
8/11/2000,8/12/2000,58,39,3,Clinton
8/4/2000,8/5/2000,57,40,3,Clinton
7/25/2000,7/26/2000,57,39,4,Clinton
7/14/2000,7/16/2000,59,37,4,Clinton
7/6/2000,7/9/2000,59,36,5,Clinton
6/22/2000,6/25/2000,55,40,5,Clinton
6/6/2000,6/7/2000,60,36,4,Clinton
5/18/2000,5/21/2000,57,37,6,Clinton
5/4/2000,5/7/2000,57,36,7,Clinton
4/28/2000,4/30/2000,59,39,2,Clinton
3/30/2000,4/2/2000,62,34,4,Clinton
3/17/2000,3/19/2000,56,39,5,Clinton
3/10/2000,3/12/2000,63,34,3,Clinton
2/25/2000,2/27/2000,57,39,4,Clinton
2/14/2000,2/15/2000,62,34,4,Clinton
2/4/2000,2/6/2000,63,33,4,Clinton
1/25/2000,1/26/2000,64,32,4,Clinton
1/17/2000,1/20/2000,62,35,3,Clinton
1/13/2000,1/16/2000,59,37,4,Clinton
1/7/2000,1/10/2000,63,35,2,Clinton
12/20/1999,12/21/1999,57,36,7,Clinton
12/9/1999,12/12/1999,56,41,3,Clinton
11/18/1999,11/21/1999,59,36,5,Clinton
11/4/1999,11/7/1999,58,38,4,Clinton
10/21/1999,10/24/1999,59,36,5,Clinton
10/8/1999,10/10/1999,56,39,5,Clinton
9/23/1999,9/26/1999,59,38,3,Clinton
9/10/1999,9/14/1999,60,38,2,Clinton
8/24/1999,8/26/1999,60,35,5,Clinton
8/16/1999,8/18/1999,59,36,5,Clinton
8/3/1999,8/4/1999,60,35,5,Clinton
7/22/1999,7/25/1999,64,31,5,Clinton
7/16/1999,7/18/1999,58,38,4,Clinton
7/13/1999,7/14/1999,59,37,4,Clinton
6/25/1999,6/27/1999,57,41,2,Clinton
6/11/1999,6/13/1999,60,37,3,Clinton
6/4/1999,6/5/1999,60,35,5,Clinton
5/23/1999,5/24/1999,53,42,5,Clinton
5/7/1999,5/9/1999,60,35,5,Clinton
4/30/1999,5/2/1999,60,36,4,Clinton
4/26/1999,4/27/1999,60,35,5,Clinton
4/13/1999,4/14/1999,60,36,4,Clinton
4/6/1999,4/7/1999,59,35,6,Clinton
3/30/1999,3/31/1999,64,32,4,Clinton
3/19/1999,3/21/1999,64,33,3,Clinton
3/12/1999,3/14/1999,62,35,3,Clinton
3/5/1999,3/7/1999,68,28,4,Clinton
2/26/1999,2/28/1999,66,31,3,Clinton
2/19/1999,2/21/1999,66,30,4,Clinton
2/12/1999,2/13/1999,68,30,2,Clinton
2/4/1999,2/8/1999,65,33,2,Clinton
1/22/1999,1/24/1999,69,29,2,Clinton
1/15/1999,1/17/1999,69,29,2,Clinton
1/8/1999,1/10/1999,67,30,3,Clinton
12/19/1998,12/20/1998,73,25,2,Clinton
12/15/1998,12/16/1998,63,33,4,Clinton
12/12/1998,12/13/1998,64,34,2,Clinton
12/4/1998,12/6/1998,66,30,4,Clinton
11/20/1998,11/22/1998,66,30,4,Clinton
11/13/1998,11/15/1998,66,31,3,Clinton
10/29/1998,11/1/1998,66,30,4,Clinton
10/23/1998,10/25/1998,65,32,3,Clinton
10/9/1998,10/12/1998,65,32,3,Clinton
10/6/1998,10/7/1998,63,34,3,Clinton
9/23/1998,9/24/1998,66,31,3,Clinton
9/14/1998,9/15/1998,63,35,2,Clinton
9/11/1998,9/12/1998,63,34,3,Clinton
8/21/1998,8/23/1998,62,35,3,Clinton
8/10/1998,8/12/1998,65,30,5,Clinton
8/7/1998,8/8/1998,64,32,4,Clinton
7/13/1998,7/14/1998,63,31,6,Clinton
7/7/1998,7/8/1998,61,34,5,Clinton
6/22/1998,6/23/1998,60,34,6,Clinton
6/5/1998,6/7/1998,60,34,6,Clinton
5/8/1998,5/10/1998,64,31,5,Clinton
4/17/1998,4/19/1998,63,31,6,Clinton
3/20/1998,3/22/1998,66,28,6,Clinton
3/6/1998,3/9/1998,63,31,6,Clinton
2/20/1998,2/22/1998,66,29,5,Clinton
2/13/1998,2/15/1998,66,30,4,Clinton
1/30/1998,2/1/1998,69,28,3,Clinton
1/25/1998,1/26/1998,59,37,4,Clinton
1/23/1998,1/24/1998,58,36,6,Clinton
1/16/1998,1/18/1998,60,30,10,Clinton
1/6/1998,1/7/1998,59,32,9,Clinton
12/18/1997,12/21/1997,56,36,8,Clinton
11/21/1997,11/23/1997,61,30,9,Clinton
11/6/1997,11/9/1997,59,31,10,Clinton
10/27/1997,10/29/1997,59,32,9,Clinton
10/3/1997,10/5/1997,55,36,9,Clinton
9/25/1997,9/28/1997,58,33,9,Clinton
9/6/1997,9/7/1997,61,28,11,Clinton
8/22/1997,8/25/1997,60,34,6,Clinton
8/12/1997,8/13/1997,61,32,7,Clinton
7/25/1997,7/27/1997,58,34,8,Clinton
6/26/1997,6/29/1997,55,36,9,Clinton
5/30/1997,6/1/1997,57,35,8,Clinton
5/6/1997,5/7/1997,57,35,8,Clinton
4/18/1997,4/20/1997,54,37,9,Clinton
3/24/1997,3/26/1997,59,35,6,Clinton
2/24/1997,2/26/1997,57,33,10,Clinton
1/30/1997,2/2/1997,60,31,9,Clinton
1/10/1997,1/13/1997,62,31,7,Clinton
1/3/1997,1/5/1997,58,35,7,Clinton
12/9/1996,12/11/1996,58,34,8,Clinton
11/21/1996,11/24/1996,58,35,7,Clinton
10/26/1996,10/29/1996,54,36,10,Clinton
10/2/1996,10/3/1996,57,36,7,Clinton
10/1/1996,10/2/1996,58,34,8,Clinton
9/7/1996,9/9/1996,60,31,9,Clinton
8/30/1996,9/1/1996,60,33,7,Clinton
8/23/1996,8/25/1996,53,39,8,Clinton
8/16/1996,8/18/1996,52,39,9,Clinton
8/5/1996,8/7/1996,57,36,7,Clinton
7/25/1996,7/28/1996,58,35,7,Clinton
7/18/1996,7/21/1996,57,35,8,Clinton
6/27/1996,6/30/1996,52,42,6,Clinton
6/18/1996,6/19/1996,58,37,5,Clinton
5/28/1996,5/29/1996,53,38,9,Clinton
5/9/1996,5/12/1996,55,39,6,Clinton
4/25/1996,4/28/1996,56,37,7,Clinton
4/9/1996,4/10/1996,54,40,6,Clinton
3/15/1996,3/17/1996,52,39,9,Clinton
3/8/1996,3/10/1996,54,37,9,Clinton
2/23/1996,2/25/1996,53,40,7,Clinton
1/26/1996,1/29/1996,52,42,6,Clinton
1/12/1996,1/15/1996,46,47,7,Clinton
1/5/1996,1/7/1996,42,49,9,Clinton
12/15/1995,12/18/1995,51,44,5,Clinton
11/17/1995,11/18/1995,53,38,9,Clinton
11/6/1995,11/8/1995,52,41,7,Clinton
10/19/1995,10/22/1995,49,40,11,Clinton
10/5/1995,10/7/1995,46,42,12,Clinton
9/22/1995,9/24/1995,48,44,8,Clinton
9/14/1995,9/17/1995,44,44,12,Clinton
8/28/1995,8/30/1995,46,43,11,Clinton
8/11/1995,8/14/1995,46,44,10,Clinton
8/4/1995,8/7/1995,46,42,12,Clinton
7/20/1995,7/23/1995,46,44,10,Clinton
7/7/1995,7/9/1995,48,42,10,Clinton
6/5/1995,6/6/1995,47,42,11,Clinton
5/11/1995,5/14/1995,51,42,7,Clinton
4/21/1995,4/24/1995,51,39,10,Clinton
4/17/1995,4/19/1995,46,45,9,Clinton
4/5/1995,4/6/1995,47,45,8,Clinton
3/27/1995,3/29/1995,44,47,9,Clinton
3/17/1995,3/19/1995,46,45,9,Clinton
2/24/1995,2/26/1995,42,48,10,Clinton
2/3/1995,2/5/1995,49,44,7,Clinton
1/16/1995,1/18/1995,47,45,8,Clinton
12/28/1994,12/30/1994,40,52,8,Clinton
12/16/1994,12/18/1994,42,53,5,Clinton
12/2/1994,12/5/1994,42,50,8,Clinton
11/28/1994,11/29/1994,43,49,8,Clinton
11/2/1994,11/6/1994,46,46,8,Clinton
10/22/1994,10/25/1994,48,46,6,Clinton
10/18/1994,10/19/1994,41,52,7,Clinton
10/7/1994,10/9/1994,42,52,6,Clinton
9/23/1994,9/25/1994,43,51,6,Clinton
9/16/1994,9/18/1994,42,50,8,Clinton
9/6/1994,9/7/1994,39,54,7,Clinton
8/15/1994,8/16/1994,39,52,9,Clinton
8/8/1994,8/9/1994,43,48,9,Clinton
7/15/1994,7/17/1994,42,49,9,Clinton
7/1/1994,7/3/1994,43,48,9,Clinton
6/25/1994,6/28/1994,44,47,9,Clinton
6/11/1994,6/12/1994,49,44,7,Clinton
6/3/1994,6/6/1994,46,47,7,Clinton
5/20/1994,5/22/1994,51,42,7,Clinton
4/22/1994,4/24/1994,48,44,8,Clinton
4/16/1994,4/18/1994,51,41,8,Clinton
3/28/1994,3/30/1994,51,42,7,Clinton
3/25/1994,3/27/1994,52,41,7,Clinton
3/11/1994,3/13/1994,50,41,9,Clinton
3/7/1994,3/8/1994,50,42,8,Clinton
